#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
eunuch;Eunuch;Eunuque;Eunuch;;Eunuco;;;;;;;;;x
EVTOPTALoR.840;Unleash the Varangian Guard.;Lâcher la garde varègue.;Lasst die Waräger von der Leine.;;Soltar la Guardia varega;;;;;;;;;x
EVTOPTBLoR.840;The City Guard can handle it.;La garde de la Cité peut s'en occuper.;Die Stadtwache kann sich damit auseinandersetzen.;;La Guardia de la Ciudad puede tratarlo.;;;;;;;;;x
EVTTOOLTIPLoR.841;The Varangians prepare for battle.;Les Varègues se préparent à combattre.;Die Waräger bereiten sich auf einen Kampf vor.;;Los varegos se prepararan para la batalla.;;;;;;;;;x
EVTDESCLoR.841;Hundreds of rioting chariot supporters are hacked down as the axe-wielding Norsemen charge into their ranks. Many attempt to flee, but the Varangians give chase and show no mercy to those they catch. The streets are littered with the mangled corpses of hooligans... and a few dozen innocent bystanders. The Varangians are a blunt hammer to be wielded with care.;Des centaines d'émeutiers et des supporters de courses de chars sont massacrés sous la hache des Nordiques qui chargent dans leurs rangs. Plusieurs tentent de s'enfuir, mais les Varègues les prennent en chasse et n'ont aucune pitié pour ceux qu'ils attrapent. Les rues sont jonchées de cadavres mutilés des voyous... et aussi d'une bonne centaine d'innocents passants. Les Varègues, c'est comme un marteau émoussé qui doit être employé avec discernement.;Hunderte von aufrührerischen Streitwagenunterstützern werden niedergemetzelt, als die axtschwingenden Wikinger in die Ränge stürmen. Viele versuchen zu fliehen, doch die Waräger verfolgen sie und erweisen denjenigen, die sie erwischen, keine Gnade. Die Straßen sind voll mit verstümmelten Unruhestiftern ... und einigen Dutzend unbeteiligten Zuschauern.;;Cientos de fanáticos exaltados son descuartizados con las hachas de los hombres nórdicos. Muchos de ellos tratan de huir, pero los varegos no dudan en darles caza y no muestran ningún atisbo de piedad. Las calles están llenas de cadáveres mutilados de gamberros  aficionados... y unas cuantas docenas de personas inocentes. Los varegos son una arma bruta que debe ser manejada con mucho cuidado.;;;;;;;;;x
EVTOPTALoR.841;Such is the fate of those who oppose me.;Tel est le destin de ceux qui s'opposent à moi.;Dies ist das Schicksal derer, die sich gegen mich stellen.;;Este es el destino que les espera a los que osan oponerse a mí.;;;;;;;;;x
EVTTOOLTIPLoR.842;The City Guard rallies.;La garde de la Cité se rassemble.;Die Stadtwache sammelt sich.;;La Guardia de la Ciudad vuelve a formar.;;;;;;;;;x
EVTDESCLoR.842;The City Guard pulls in reinforcement from the other districts and finally manage to disperse the rioting crowds. Many neighborhoods are burning and looting is widespread in those districts the Guard was forced to abandon, but the loss of life is relatively small.;La garde de la Cité appelle en renforts des gardes d'autres quartiers et ils arrivent enfin à disperser les émeutiers. Plusieurs quartiers brûlent et ceux que la garde a été forcée d'abandonner ont été pillés, mais les pertes humaines sont relativement faibles.;Die Stadtwache holt Verstärkung aus den anderen Distrikten hinzu und schafft es schließlich, die ausschreitende Menge zu zerschlagen. Viele Gebäude wurden niedergebrannt und Plünderung sind in den Distrikten weitverbreitet, aus denen sich die Stadtwache zurückziehen musste. Es gibt jedoch kaum Tote zu beklagen.;;La Guardia de la Ciudad consigue refuerzos de otras barriadas y finalmente logra dispersar las multitudes vandálicas. Fuego y saqueos son comunes a lo largo de aquellos distritos donde la Guardia se vio obligada a abandonar, pero la pérdida de vidas humanas es relativamente pequeña.;;;;;;;;;x
EVTOPTALoR.842;Centuries from now, hooliganism will be extinct.;D'ici quelques siècles, le vandalisme aura disparu des stades.;In Jahrhunderten wird dieser Vandalismus ausgestorben sein.;;De ahora en adelante, en siglos, el gamberrismo habrá sido erradicado.;;;;;;;;;x
EVTDESCLoR.846;[From.GetFirstName], your impudent daughter, seems to have fallen head over heels in love with one of your Varangian bodyguards, and the feeling is mutual. She has asked your permission to marry the man. He is apparently considered to be of some minor nobility in the frozen North, but can hardly be considered "good stock.";[From.GetFirstName], votre fille effrontée, semble être tombée follement amoureuse de l'un de vos gardes du corps varègues, et ce sentiment est réciproque. Elle vous a demandé la permission d'épouser cet homme. Il semble qu'il appartient à une famille de petite noblesse dans le Nord glacé, mais il peut difficilement être considéré comme bon parti pour votre famille.;[From.GetFirstName], Eure unverschämte Tochter, scheint sich bis über beide Ohren in einen Eurer Warägerleibwächter verliebt zu haben und die Gefühle beruhen auf Gegenseitigkeit. Sie hat Euch um Erlaubnis gebeten, diesen Mann heiraten zu dürfen. Anscheinend wird angenommen, dass er im eisigen Norden niederen Adels ist. Man kann dies aber kaum als gute Grundlage betrachten.;;[From.GetFirstName], tu insolente hija, parece haberse enamorado locamente de uno de tus guardaespaldas varegas, y el sentimiento es mutuo. Ella te ha pedido permiso para casarse con él. Según parece, él pertenece a alguna nobleza menor del helado Norte, pero difícilmente puede decirse que es "de buen linaje".;;;;;;;;;x
EVTOPTALoR.846;Very well. Whatever makes her happy.;Très bien. Si cela la rend heureuse...;Nun gut. Alles, was sie glücklich macht.;;Muy bién. Cualquier cosa que la haga feliz.;;;;;;;;;x
EVTOPTBLoR.846;Heavens no.;Par tous les cieux, non.;Um Himmels willen, niemals.;;Cielos, no.;;;;;;;;;x
EVTOPTCLoR.846;Have the Varangian executed!;Qu'on exécute ce Varègue !;Lasst den Waräger hinrichten!;;¡Ejecute a el varego!;;;;;;;;;x
EVTDESCLoR.851;[From.GetTitledFirstName] sends word that several members of the Varangian Guard ran amok in his quarter of Constantinople yesterday. In their drunken stupor, the Norsemen set fire to an inn, killed three guards and physically abused five local merchants and two priests. The people are crying out for justice.;[From.GetTitledFirstName] vous informe que plusieurs membres de la garde varègue ont enfreint les règlements hier dans leur quartier de Constantinople. En état d'ébriété, les Nordiques ont mis le feu à une auberge, ont tué trois gardes et molestèrent violemment cinq commerçants et deux prêtres. Les gens réclament que justice soit faite.;[From.GetTitledFirstName] meldet, dass einige Mitglieder der Warägergarde gestern in ihrem Quartier in Konstantinopel Amok gelaufen sind. In ihrem betrunkenen Zustand haben die Wikinger Feuer im Gasthaus gelegt, drei Wachen getötet sowie fünf ansässige Kaufleute und zwei Priester misshandelt. Diese Leute wollen Gerechtigkeit.;;[From.GetTitledFirstName] manda decir que varios miembros de la Guardia varega han hecho estragos ayer en su barrio de Constantinopla. En su delirio alcohólico, los nórdicos  prendieron fuego a una posada, mataron tres guardias y abusaron físicamente de cinco comerciantes locales y dos sacerdotes. El pueblo clama justicia.;;;;;;;;;x
EVTOPTALoR.851;Make an example of them.;Qu'on leur réserve une peine exemplaire.;Statuiert ein Exempel an ihnen.;;Haga un ejemplo de ellos.;;;;;;;;;x
EVTOPTBLoR.851;Oh, come now. Boys will be boys.;Allons ! Il faut bien que jeunesse se passe.;Ach, kommt schon. Sie sind nun einmal Jungs.;;Oye, pero vamos. Los chicos siempre serán chicos.;;;;;;;;;x
punish_varangians;The responsible Varangians are executed.;Les Varègues responsables sont exécutés.;Die verantwortlichen Waräger werden hingerichtet.;;Los varegos responsables son ejecutados.;;;;;;;;;x
free_varangians;The Varangians are released and return to their commander.;Les Varègues sont relâchés et retournent auprès de leur commandant.;Die Waräger werden freigelassen und kehren zu ihrem Kommandanten zurück.;;Los varegos son liberados y devueltos a su comandante.;;;;;;;;;x
EVTNAMELoR.860;Meanwhile at the Imperial Palace...;Pendant ce temps au Palais impérial;In der Zwischenzeit im Palast;;Mientras tanto, en el Palacio Imperial ...;;;;;;;;;x
EVTDESCLoR.860;You are enjoying a late supper at the Great Palace in Constantinople, sampling some new wines brought in from the provinces, when the sound of a distant explosion is heard. Windows shatter and the chandelier above begins to sway as the shockwave hits a second later. Dust trickles down from the roof, and to your dismay some of it lands in your wine.\n\nYou hurry to a balcony overlooking the city and see an intense fire burning at one of the warehouses by the docks. The nearby water in the Golden Horn is also ablaze, and the fire has already spread to several ships in the busy inlet. While their crews are in the process of abandoning them, the harbor area is rocked by a flurry of smaller explosions from the burning warehouse.;Vous dégustez un dîner tardif au Grand Palais de Constantinople, goûtant à de nouveaux vins apportés des provinces, quand vous entendez une explosion au loin. Les fenêtres éclatent et le lustre commence à osciller, tandis que l'onde de choc frappe quelques secondes plus tard. Des filets de débris tombent du plafond, et à votre grand désarroi certaines d'entre elles tombent dans votre vin. \n\nVous vous précipitez sur un balcon avec vue sur la ville et voyez un incendie intense ravager l'un des entrepôts des quais. Les citernes proches de la Corne d'Or sont également en flammes, et le feu s'est déjà propagé à plusieurs navires à l'entrée de la rade. Alors que les équipages sont en train de les abandonner, la zone portuaire est secouée par une vague de petites explosions provenant de l'entrepôt enflammé.;Ihr genießt ein spätes Abendessen im großen Palast in Konstantinopel und testet ein paar neue Weine, die aus den Provinzen hergebracht wurden, als das Geräusch einer entfernten Explosion zu hören ist. Fenster zerspringen und die Kronleuchter an der Decke beginnen einige Sekunden später aufgrund der Druckwelle zu schwingen. Staub rieselt vom Dach herunter und zu Eurer Bestürzung auch in Euren Wein.\n\nIhr rennt zu einem nahegelegenen Balkon, um Euch einen Überblick zu verschaffen, und seht, dass ein Lagerhaus brennt. Selbst das Wasser im goldenen Horn steht im Flammen und das Feuer hat sich auch schon auf mehrere Schiffe im Hafenbereich ausgebreitet. Während die Mannschaften dabei sind, die Schiffe zu verlassen, werden die Hafenanlagen von mehreren kleineren Explosionen aus dem brennenden Lagerhaus erschüttert.;;Estás disfrutando de una tardía cena en el Gran Palacio de Constantinopla, catando varios nuevos vinos traídos de las provincias, cuando se oye una explosión en la lejanía. Las ventanas se hacen añicos y el candelabro empieza a balancearse cuando la onda expansiva golpea el Gran Palacio un segundo después. Regueros de polvo caen desde el techo y, para tu consternación, parte de él se posa en tu vaso de vino. \n\nTe apresuras a salir a un balcón con vistas a la ciudad y ves un intenso fuego quemando en un almacén del muelle. Las aguas que rodean el Cuerno de Oro también están ardiendo, y el fuego ya se ha propagado a varios barcos de la concurrida ensenada. Mientras las tripulaciones abandonan los barcos, la zona del puerto queda sacudida por una ráfaga de pequeñas explosiones que provienen del almacén en llamas.;;;;;;;;;x
EVTOPTALoR.860;This must be investigated!;Nous devons enquêter là-dessus !;Das muss untersucht werden!;;¡Esto debe ser investigado!;;;;;;;;;x
EVTOPTBLoR.860;Pretty, but I need a new glass of wine.;C'est un joli spectacle, mais j'ai besoin d'un autre verre de vin.;Schön, aber ich benötige ein neues Glas Wein.;;Precioso, pero necesito un nuevo vaso de vino.;;;;;;;;;x
not_interested_in_explosion;You forget all about this explosion and drink some more wine.;Vous oubliez cette explosion et vous ne buvrez plus de vin.;Ihr vergesst alles die Explosion Betreffende und trinkt etwas mehr Wein.;;Olvidas todo lo ocurrido con la explosión y bebes un poco más de vino.;;;;;;;;;x
EVTTOOLTIPLoR.861;You open an investigation into this strange explosion.;Vous ouvrez une enquête sur cette étrange explosion.;Ihr eröffnet die Untersuchung zu dieser seltsamen Explosion.;;Abres una investigación sobre esta extraña explosión.;;;;;;;;;x
EVTNAMELoR.861;Sifting Through the Ashes;Passer les cendres au tamis;Die Asche durchsieben;;Buscando Entre las Cenizas;;;;;;;;;x
EVTDESCLoR.861;The next day, after the fire has finally burned out, you inspect the ruins of the warehouse with your bodyguard. You learn from your advisors that this building housed the primary stockpile of liquid fire, or "Greek fire" as it is commonly referred to as outside the Empire. This slow-burning liquid can set water itself aflame and has delivered Constantinople safely from more than one siege.\n\nThe damage done to the warehouse and harbor area is the least of your concerns, however. No trace remains of the liquid's formula, a closely guarded Byzantine state secret since the 7th century, or the alchemists who were working in the warehouse. Without them or the formula, your supply of liquid fire has been cut off.;Le jour suivant, après que le feu a fini par se consumer, vous inspectez les ruines de l'entrepôt avec votre garde du corps. Vous apprenez de vos conseillers que cette bâtisse abritait la principale réserve de feu liquide ou, communément nommé à l'étranger 'feu grégeois', comme il est communément appelé en dehors de l'Empire. Ce liquide à combustion lente peut même brûler sur l'eau et rien ne l'éteins. Cette arme a sauvé maintes fois Constantinople au cours des nombreux siège. \n\nLes dommages causés à l'entrepôt et à la zone portuaire sont cependant le cadet de vos soucis. Il ne reste plus aucune trace de la formule du liquide, un secret d'État byzantin bien gardé depuis le VIIe siècle, car les alchimistes qui travaillaient dans l'entrepôt ont disparu. Sans eux, ou la formule, votre approvisionnement en feu liquide a cessé.;Am nächsten Tag, nachdem die Feuer endlich niedergebrannt waren, inspiziert Ihr, in Begleitung Eurer Leibwächter, die Ruinen der Lagerhäuser. Ihr erfahrt von Euren Beratern, dass sich in diesem Gebäude der Hauptanteil des flüssigen Feuers, oder "Griechisches Feuer", wie es außerhalb des Reiches genannt wird, befand. Diese langsam brennende Flüssigkeit kann selbst Wasser in Flammen setzen und hat Konstantinopel sicher schon mehrmals aus einer Belagerung befreit.\n\nDer Schaden am Lagerhaus und dem Hafenbereich ist im Moment Eure geringste Sorge, denn es gibt keine Spur von der Formel der Flüssigkeit, da es seit dem 7. Jahrhundert ein streng behütetes byzantinisches Geheimnis ist. Auch von den Alchemisten, die im Lagerhaus arbeiteten, fehlt jede Spur. Ohne sie oder die Formel ist eine Versorgung mit flüssigem Feuer nicht mehr gewährleistet.;;Al día siguiente, después de que el fuego fuera finalmente apagado, inspeccionas las ruinas del almacén con tu guardia personal. Tus asesores te explican que este almacén albergaba el principal arsenal de fuego líquido, o "Fuego Griego", tal y como es conocido más allá del  Imperio. Este líquido de combustión lenta y que puede mantener el agua en llamas, se ha entregado de forma segura a Constantinopla durante más de un asedio. \n\nSin embargo, el daño causado al almacén y a la zona del puerto es la menor de tus preocupaciones. No queda rastro alguno de la fórmula, una fórmula celosamente guardada como secreto de estado bizantino desde el siglo VII, ni de los alquimistas que estaban trabajando en el almacén. Sin ellos y sin la fórmula, tu suministro de fuego líquido se ha cortado.;;;;;;;;;x
