#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
INSULT_PIGFACE;pigface;de face de cochon;[Root.GetGesichtskrapfenHackfresse];;caracerdo;;;;;;;;;x # child - chaste gluttonous
EVTDESC_TOG_7040;The last few seasons have been treating my capital [Root.Capital.GetName] well, and by well, I mean excellent! Trade is flourishing and even most peasants seem fed and happy. While I do take some credit for this prosperity, I am convinced that my Ancestors have been protecting us.;Les dernières saisons ont été très favorables à ma capitale, [Root.Capital.GetName]. Le commerce y est florissant et même la plupart des paysans semblent avoir mangé à leur faim et heureux. Bien que je sois à féliciter pour cette prospérité, j'ai la conviction que mes Ancêtres nous ont accordé leur protection.;Die letzten Monate und Jahre waren vorteilhaft für meine Hauptstadt [Root.Capital.GetName] und nicht nur das! Der Handel floriert und selbst der Großteil der Bauern ist wohlgenährt und glücklich. Auch wenn ich einen Anteil an diesem Wohlstand habe, so glaube ich doch, dass es meine Ahnen waren, die uns schützten.;;Las últimas estaciones han tratado [Root.Capital.GetName], mi capital, bien, ¡y cuando digo bien, quiero decir excelente! El comercio prospera e incluso la mayoría de los campesinos parecen alimentados y felices. Aunque yo me llevo algo de mérito por esta prosperidad, estoy convencido que mis Antepasados nos han estado protegiendo.;;;;;;;;;x
EVTOPTA_TOG_7040;Blessed be the Ancestors!;Gloire aux Ancêtres !;Gesegnet seien die Ahnen!;;¡Benditos sean los Antepasados!;;;;;;;;;x
EVTDESC_TOG_7041_A;My [Root.GetTreasurerName] [ancestors_treasurer.GetFirstName] has come to me with some new ideas regarding trade and infrastructure. All of them seem very promising. [ancestors_treasurer.GetSheHeCap] claims the ideas came from a flash of inspiration. I am sure we have the Ancestors to thank!;Mon [Root.GetTreasurerName], [ancestors_treasurer.GetFirstName], a de nouvelles idées concernant le commerce et les constructions. Elles semblent toutes très prometteuses. [ancestors_treasurer.GetIlElleCap] déclare que cela provient d'une inspiration soudaine. J'ai la conviction que ce sont les Ancêtres qu'il faut remercier !;Mein [Root.GetTreasurerName] [ancestors_treasurer.GetFirstName] kam mit einigen neuen Ideen hinsichtlich des Handels und der Infrastruktur zu mir. Sie wirken allesamt sehr vielversprechend. [ancestors_treasurer.GetSheHeCap] behauptet, eine plötzliche Inspiration sei über ihn gekommen! Ich bin sicher, dass wir dies den Ahnen zu verdanken haben!;;Mi [Root.GetTreasurerName] [ancestors_treasurer.GetFirstName] ha venido a verme con nuevas ideas respecto al comercio y las infraestructuras. Todas parecen muy prometedoras. [ancestors_treasurer.GetFirstName] afirma que las ideas le llegaron en un rayo de inspiración. ¡Seguro que se lo debemos agradecer a los Antepasados!;;;;;;;;;x
EVTDESC_TOG_7041_B;One of my advisors has come to me with some new ideas regarding trade and infrastructure. All of them seem very promising. [Root.GetSheHeCap] claims the ideas came from a flash of inspiration. I am sure we have the Ancestors to thank!;Un de mes conseillers a de nouvelles idées concernant le commerce et les constructions. Elles semblent toutes très prometteuses. [Root.GetIlElleCap] déclare que cela provient d'une inspiration soudaine. J'ai la conviction que ce sont les Ancêtres qu'il faut remercier !;Einer meiner Berater kam mit einigen neuen Ideen hinsichtlich des Handels und der Infrastruktur zu mir. Sie wirken allesamt sehr vielversprechend. [Root.GetSheHeCap] behauptet, eine plötzliche Inspiration sei über ihn gekommen! Ich bin sicher, dass wir dies den Ahnen zu verdanken haben!;;Uno de mis consejeros ha venido a verme con nuevas ideas respecto al comercio y las infraestructuras. Todas parecen muy prometedoras. [Root.GetSheHeCap] afirma que las ideas le llegaron en un rayo de inspiración. ¡Seguro que se lo debemos agradecer a los Antepasados!;;;;;;;;;x
EVTOPTA_TOG_7041;Put the plans into motion!;Mettons en œuvre la chose !;Setzt die Pläne in die Tat um!;;¡Pongamos los planes en marcha!;;;;;;;;;x
EVTDESC_TOG_7042;Recently I have had good fortune and made quite a few bargains. At first, it was only some nice pelts and a new sword, but today I aided my [Root.GetTreasurerName] in striking an excellent deal regarding provisions for our soldiers. Could it be the Ancestors guiding me?;Récemment la chance m'a souri et j'ai pu faire de bonnes affaires. Au départ, c'était des peaux et une nouvelle épée, mais aujourd'hui j'ai aidé mon [Root.GetTreasurerName] à obtenir à bon prix des fournitures de nos soldats. Peut-être est-ce les Ancêtres qui me guident ?;In letzter Zeit war das Glück mir hold und ich konnte mir vorteilhafte Geschäftsabschlüsse sichern. Zuerst handelte es sich um Pelze und ein neues Schwert, aber heute schlug mein [Root.GetTreasurerName] einen hervorragenden Handel die Verpflegung der Soldaten betreffend vor. Stehen die Ahnen mir zur Seite?;;Recientemente he ganado una pequeña fortuna y ha conseguido algunas gangas. Al principio fueron unas pieles bonitas y una nueva espada, pero hoy ayudé a mi [Root.GetTreasurerName] a conseguir un trato excelente para las provisiones de nuestros soldados. ¿Me habrán guiado los Antepasados?;;;;;;;;;x
EVTOPTA_TOG_7042;I know a good deal when I see one!;Je sais reconnaître une bonne affaire quand j'en vois une !;Einen guten Handel erkenne ich sofort!;;¡Reconozco un buen trato cuando lo veo!;;;;;;;;;x
EVTDESC_TOG_7043;One of my subjects realized that I have been overtaxing everyone for quite some time, and now everyone knows it. Even though it was an honest mistake they refuse to send me the proper amounts, claiming that the difference has already been paid.;Un de mes sujets a réalisé que j'ai surimposé tout le monde depuis un certain temps, et à présent, tout le monde est au courant. Même si ce fut qu'une simple méprise, ils refusent de m'envoyer la bonne somme, affirmant que la différence a déjà été payée.;Einem meiner Untertanen fiel auf, dass ich seit einiger Zeit zu hohe Steuern einziehe, und nun wissen alle Bescheid. Obwohl es sich dabei tatsächlich um einen Fehler gehandelt hat, weigern sie sich nun, die entsprechenden Summen abzuführen, und behaupten, der fehlende Betrag sei bereits bezahlt.;;Uno de mis súbditos se dio cuenta que llevaba un tiempo sobrecargando de impuestos a todo el mundo y ahora todos lo saben. Aunque haya sido un error inocente, se niegan a pagar las cantidades adecuadas, afirman que ya han pagado la diferencia.;;;;;;;;;x
EVTOPTA_TOG_7043;Those stingy bastards!;Ces misérables bâtards !;Diese geizigen Hundesöhne!;;¡Malditos tacaños!;;;;;;;;;x
set_crown_focus;Set Crown Focus;Établir comme intérêt de la Couronne;Kronenfokus festlegen;;Fijar Enfoque de Corona;;;;;;;;;x
set_crown_focus_desc;Set [Root.Location.GetName] as your Crown Focus. [Root.Location.GetName] will be more likely to Prosper, and may receive special events. Only one County may be Crown Focus at a time.;Faire de [Root.Location.GetName] l'intérêt de la Couronne. [Root.Location.GetName] sera probablement plus prospère, et pourrait recevoir des événements spéciaux. Un seul comté peut l'être à la fois.;[Root.Location.GetName] zum Kronenfokus erklären. [Root.Location.GetName] wird mit größerer Wahrscheinlichkeit wirtschaftlich florieren. Nur eine Grafschaft kann zum Kronenfokus erklärt werden.;;Fija [Root.Location.GetName] como tu Foco de Corona. Es más probable que [Root.Location.GetName] prospere y pueda recibir eventos especiales. Solo puede haber un Condado a la vez como Foco de Corona.;;;;;;;;;x
unset_crown_focus;Unset Crown Focus;Retirer comme intérêt de la Couronne;Kronenfokus entfernen;;Retirar Foco de Corona;;;;;;;;;x
unset_crown_focus_desc;Remove Crown Focus from [Root.Location.GetName]. [Root.Location.GetName] will not lose any current modifiers, but will no longer receive special treatment.;Ne plus faire de [Root.Location.GetName] l'intérêt de la Couronne. [Root.Location.GetName] ne perdra pas ses éventuels modificateurs existants, mais ne recevra plus de traitement particulier.;Kronenfokus von [Root.Location.GetName] entfernen. [Root.Location.GetName] verliert keine aktuellen Modifikatoren, erhält aber keine weitere Sonderbehandlung.;;Retira Foco de Corona de [Root.Location.GetName]. [Root.Location.GetName] no perderá ninguno de los modificadores actuales, pero dejará de recibir tratamiento especial.;;;;;;;;;x
opinion_charmed;Charmed;Sous le charme;Becirct;;Cautivado;;;;;;;;;x
opinion_enchanted;Enchanted;Enchantement;Bezaubert;;Encantado;;;;;;;;;x
opinion_inattentive;Inattentive;Inattention;Unaufmerksam;;Distraído;;;;;;;;;x
opinion_acting_suspicious;Acting Suspicious;Comportement suspect;Verhält sich verdächtig;;Actuando sospechosamente;;;;;;;;;x
opinion_broken_promises;Broken Promises;Promesses non tenues;Wortbrüchig;;Promesas rotas;;;;;;;;;x
EVTNAME_GBC_102;What is Love?;Qu'est-ce que l'amour ?;Was ist Liebe?;;¿Qué es el amor?;;;;;;;;;x
EVTDSC_GBC_102;Today is the day. The one I've been dreading. While I have kept my appearances up throughout the ceremony, a paralyzing doubt is gnawing at my soul. My new [gbc_spouse.GetHusbandWife], [gbc_spouse.GetFirstName], is certainly a good match - but is that all there is to it? I know people like us never marry for love, but why does the [Root.Religion.GetPriestTitle] talk of such things? I fear dying without ever having known true love. \n\nDuring the following wedding feast I feel as if I am moving through thick fog, mechanically repeating the motions, just as I have been taught. \n\nThat is, until I see [gbc_lover.GetHerHim]. [gbc_lover.GetHerHisCap] pealing laughter and radiating smile breaks through the numbness, like a Cupid's arrow lodging itself deep in my heart. ;Voici venu le jour tant redouté. Même si j'ai sauvé les apparences tout au long de la cérémonie, le doute ronge mon âme. M[gbc_spouse.GetOnA] [gbc_spouse.GetHusbandWife], [gbc_spouse.GetFirstName], est assurément un bon parti - mais est-ce tout ce qu'il y a à faire ? Je sais que les gens comme nous ne se marient jamais par amour, mais alors pourquoi notre [Root.Religion.GetPriestTitle] parle de telles choses ? J'ai peur de mourir sans n'avoir jamais connu de véritable amour. \n\nÀ la fête qui suit la cérémonie, j'ai l'impression de me déplacer à travers un épais brouillard, de répéter mécaniquement les gestes que l'on m'a appris. \n\nDu moins, jusqu'à ce que je l'aperçoive. Ses éclats de rire et son sourire radieux me sortent de mon engourdissement émotionnel, telle une flèche de Cupidon qui transpercerait mon cœur.;Heute ist der Tag, dessen Kommen ich fürchtete. Zwar ließ ich mir während der Zeremonie nichts anmerken, aber ein lähmender Zweifel nagt an meiner Seele. M[gbc_spouse.Geteineine] neue[gbc_spouse.GetrMale] [gbc_spouse.GetHusbandWife], [gbc_spouse.GetFirstName], ist mit Sicherheit eine gute Partie, aber gibt es etwas, das ich nicht weiß? In unseren Kreisen gibt es natürlich keine Liebesheiraten, aber warum spricht der [Root.Religion.GetPriestTitle] von diesen Dingen? Die Vorstellung, ich könnte sterben, ohne echte Liebe erfahren zu haben, ängstigt mich. \n\nWährend der Hochzeit stehe ich neben mir und erfülle mechanisch meine Aufgaben.\n\nJedenfalls bis mein Blick auf [gbc_lover.GetHerHim] fällt. Was für ein herzliches Lachen und strahlendes Lächeln! Schlagartig erwache ich aus meiner Lethargie. Denn Cupidos Pfeil trifft mich mitten ins Herz. ;;Hoy es el día. El que más estaba temiendo. Aunque he mantenido las apariencias toda la ceremonia, una duda paralizante no deja de atormentar mi alma. [gbc_spouse.GetFirstName], mi nuevo/a [gbc_spouse.GetHusbandWife] es un buen partido, ¿pero es esto todo? Sé que la gente como nosotros jamás se casa por amor, ¿pero por qué el [Root.Religion.GetPriestTitle] habla de tales cosas? Temo morir sin haber conocido el amor auténtico.\n\nDurante el posterior banquete nupcial, me siento como si estuviera atravesando una niebla densa, repitiendo movimientos mecánicamente, tal como me han enseñado.\n\nEsto es, hasta que [gbc_lover.GetHerHim] veo. [gbc_lover.GetHerHisCap] risa sonora y su sonrisa radiante atraviesan el entumecimiento, como si una flecha de Cupido se clavase con fuerza en mi corazón.;;;;;;;;;x
EVTOPTA_GBC_102;Is [gbc_lover.GetSheHe] the answer to my prayers?;Est-[gbc_lover.GetIlElle] la réponse à mes prières ?;Ist [gbc_lover.GetSheHe] die Antwort auf meine Gebete?;;¿Será [gbc_lover.GetSheHe] la respuesta a mis oraciones?;;;;;;;;;x
EVTDSC_GBC_104;While taking a break from dancing I have received the opportunity to converse with [From.GetLordLady] [From.GetFirstName]. I am not disappointed. [From.GetHerHisCap] wit, [From.GetHerHis] beauty, [From.GetHerHis] charm! I do not want the moment to end, but [From.GetHerHis] [From.GetHusbandWifeOpp] [gbc_rival.GetTitledFirstName] is approaching...;Entre deux danses, j'ai l'occasion de m'entretenir avec [From.GetFirstName]. Je ne le regrette pas, que ce soit pour son esprit, sa beauté ou bien son charme ! Je ne veux pas que ce moment prenne fin, mais s[From.GetOnAOpp] [From.GetHusbandWifeOpp], [gbc_rival.GetTitledFirstName], s'approche.;Während einer Tanzpause habe ich Gelegenheit zu einem Gespräch mit [From.GetLordLady] [From.GetFirstName]. Ich werde nicht enttäuscht. Welch Witz, welch Schönheit, und so charmant! Ich wünschte, der Moment währte ewig, aber dann werden wir gestört. Seine/Ihr [From.GetHusbandWifeOpp] [gbc_rival.GetTitledFirstName] erscheint auf der Bildfläche ...;;Mientras me tomaba un descanso del baile, he tenido la oportunidad de conversar con [From.GetLordLady] [From.GetFirstName]. No quedé decepcionado/a. ¡Qué ingenio el [From.GetHerHis]yo, qué belleza la [From.GetHerHis]ya, qué encanto el [From.GetHerHis]yo! No quiero que este momento termine, pero [From.GetHerHis] [From.GetHusbandWifeOpp] [gbc_rival.GetTitledFirstName] se está acercando...;;;;;;;;;x
EVTOPTA_GBC_104;May I have the honor of this dance?;Aurais-je l'honneur de cette danse ?;Darf ich bitten?;;¿Me concede el honor de este baile?;;;;;;;;;x
EVTOPTB_GBC_104;I better leave, [gbc_spouse.GetFirstName] is looking displeased...;Je ferais mieux de partir, vu l'air contrarié de [gbc_spouse.GetFirstName]...;Ich gehe besser, [gbc_spouse.GetFirstName] wirkt etwas verstimmt ...;;Mejor me marcho, [gbc_spouse.GetFirstName] parece disgustado/a...;;;;;;;;;x
EVTDSC_GBC_106;Tonight I was visited by [From.GetFirstName] in my dreams. When I woke up I could still hear [From.GetHerHis] velvet voice echo in my ears and feel the comforting weight of [From.GetHerHis] hand in mine. Oh, graceful angel! Most [GetRootFromCompliment]. My heart aches for you!;Cette nuit, [From.GetFirstName] m'a rendu[Root.GetNoneE] visite dans mes rêves. Lorsque je me suis réveillé[Root.GetNoneE] je pouvais encore entendre sa voix de velours résonner dans mes oreilles et sentir le contact de sa main dans la mienne. Oh, ange gracieux, mon cœur souffre pour vous !;Heute Nacht besuchte mich [From.GetFirstName] in meinen Träumen. Beim Aufwachen klang [From.GetHerHis] samtiges Echo in meinen Ohren und ich fühlte, wie sich unsere Hände berührten. Oh, engelhaftes Wesen! [GetRootFromCompliment]! Mein Herz verzehrt sich nach dir!;;Esta noche me visitó [From.GetFirstName] en sueños. Cuando desperté todavía podía oír el eco de [From.GetHerHis] voz aterciopelada en mis oídos y sentir el peso reconfortante de [From.GetHerHis] mano en las mía. ¡Oh, grácil ángel! Cuán [GetRootFromCompliment]. ¡Mi corazón te anhela!;;;;;;;;;x
