#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#TITLE_CREATION_HAS_OWNER;You are not allowed to create or usurp titles while you hold a Temporary title;;Ihr dürft dieser Fraktion zurzeit nicht beitreten.;;No te está permitido unirte a esta facción ahora.;;;;;;;;;x
CAN_ONLY_JOIN_X_FACTIONS;§ROnly allowed to join §Y$NUM$§! Factions!§!;§RVous ne pouvez rejoindre que §Y$NUM$§! Factions !§!;Ihr dürft nur §Y$NUM$§! Fraktionen beitreten!;;¡Solo puedes unirte a §Y$NUM$§! Facciones!;;;;;;;;;x
EVTOPTB_RoI_1143;Leave it be.;Le laisser en paix.;Lasst es bleiben.;;Déjalo estar.;;;;;;;;;x
EVTDESC_RoI_1144;You call the singer over after the performance has finished, and he comes and sits down next to you. You talk of music, the body, pleasure and beauty. He sits very close to you, speaking with a soft and seductive voice. You begin to feel strangely warm and light-headed. It feels good.;La représentation finie, vous faites signe au chanteur de s'approcher. Il acquiesce et s'assoit à côté de vous. Vous parlez de musique, de plaisirs et de beauté. Il se tient très près de vous et vous parle d'une voix douce et séduisante. Vous sentez une vague de chaleur en vous et votre esprit devient léger. Je me sens bien.;Nach dem Auftritt ruft Ihr den Sänger zu Euch. Er kommt und setzt sich. Ihr sprecht von Musik, vom Körper, Schönheit und Vergnügen. Er sitzt ganz nahe bei Euch und spricht mit weicher, verführerischer Stimme. Ihr fühlt Euch seltsam leicht und warm. Es fühlt sich gut an.;;Llamas al cantante una vez su actuación ha finalizado, él viene y se sienta junto a ti. Hablas del cuerpo, el placer y la belleza. Él se sienta muy cerca de ti, hablando con una voz suave y seductora. Te sientes extrañamente tibia y mareada. Sienta bien.;;;;;;;;;x
EVTDESC_RoI_1145;As you wake, your mind is filled with memories of a wonderful night of pleasure. You look around, but the singer is gone without a trace. A small bird flies by outside the window, singing beautifully. Your mind wanders to old tales told by priests and storytellers - was he really a human man, or could it be that you have met one of the beautiful Gandharva of legend?;À votre réveil, votre esprit est empli du souvenir d'une nuit de plaisirs magnifiques. Vous constatez que le chanteur est parti sans laisser de traces. Un petit oiseau s'envole par la fenêtre en poussant un chant mélodieux. Vous repensez aux vieilles histoires narrées par les prêtres et les conteurs... Était-il humain, ou était-ce un de ces beaux Gandharva dont parle la légende ?;Als Ihr erwacht, ist Euer Geist gefüllt mit Erinnerungen an die wundervolle Nacht der Lust. Ihr schaut Euch um, doch der Tänzer ist spurlos verschwunden. Ein kleiner Vogel zwitschert wundervoll vor dem Fenster. Ihr grübelt über Geschichten von Priestern und Märchenerzählern nach - war er wirklich ein menschlicher Mann oder vielleicht einer der wundervollen Gandharva der Legenden?;;Al despertar, tu mente está llena de recuerdos de una maravillosa noche de placer. Miras a tu alrededor, pero el cantante no ha dejado rastro. Un pequeño pájaro vuela fuera en la ventana, cantando. Tu mente vuela hacia los antiguos relatos de sacerdotes y cuentacuentos - ¿era realmente humano, o puede que hayas encontrado uno de los legendarios Gandharvás?;;;;;;;;;x
EVTTITLE_RoI_1051;The Mage;Le mage;Der Magier;;El Mago;;;;;;;;;x
EVTDESC_RoI_1151;There is a murmur among the guests of the feast, as a mage enters to entertain you. With great flourish, he explains that the coming show will astound even the most cyncial spectator. He proceeds to put a small boy into a basket on the floor, wherafter he swiftly chops the basket into little pieces with a sword. When he removes the shreds of the basket, there is no sign of the boy, no blood, nothing...;Alors qu'un mage entre pour vous divertir, un murmure se répand dans la foule. Avec grande emphase, il explique que le spectacle qui va suivre sera à même d'étonner même le plus cynique des spectateurs. Il place ensuite un petit garçon dans un panier puis, de son épée, taillade le panier et le met en pièces. Lorsqu'il soulève ce qui reste du panier, le petit garçon a disparu, pas une goutte de sang, rien du tout...;Gemurmel erhebt sich, als ein Magier hervortritt um Euch zu unterhalten. Mit großen Gesten erklärt er, dass sein Auftritt selbst den zynischsten Beobachter verblüffen wird. Daraufhin steckt er einen kleinen Jungen in einen großen, auf dem Boden stehenden Korb - und er beginnt, den Korb mit einem Schwert in Stücke zu hacken. Als er die Fetzen des Korbs schließlich entfernt, ist keine Spur des Jungen zu sehen, kein Blut, nichts...;;Hay un murmullo entre los invitados al banquete, mientras un mago entra a entretenerte. Con grandes florituras, explica que la próxima actuación dejará estupefacto hasta al más cínico. Comienza a introducir a un pequeño crío en una cesta en el suelo, entonces corta el cesto en trocitos con una espada. Retira los jirones de la cesta y no hay rastro del crío, ni sangre, nada...;;;;;;;;;x
EVTOPTA_RoI_1151;Amazing!;Épatant !;Unglaublich!;;¡Increíble!;;;;;;;;;x
EVTOPTB_RoI_1151;Guards - arrest that man!;Gardes ! Arrêtez cet homme !;Wachen - nehmt ihn fest!;;¡Guardias, arrestad a ese hombre!;;;;;;;;;x
EVTDESC_RoI_1152;There is a murmur among the guests of the feast, as a mage enters to entertain you. With great flourish, he places three cups before you on the table. He places a ball under one cup, and then tells you to observe closely and tell you where the ball is after he finishes moving the cups. He then shifts the cups around with lightning speed, all the while prattling on and telling you to pay attention. He then asks you to pick a cup.;Alors qu'un mage entre pour vous divertir, un murmure se répand dans la foule. Avec grande emphase, il place trois coupes devant vous sur la table. Il place ensuite une balle sous l'une des coupes et vous demande de prêter la plus grande attention : vous allez devoir deviner où se trouve la balle. Il déplace ensuite les coupes à la vitesse tout en déblatérant et en vous demandant de vous concentrer. Il vous demande alors de choisir une coupe.;Gemurmel erhebt sich, als ein Magier hervortritt, um Euch zu unterhalten. Mit großen Gesten stellt er drei Becher auf den Tisch vor Euch. Er platziert eine kleine Kugel unter einem davon und fordert Euch auf, gut zu beobachten und ihm zu verraten, wo die Kugel nach dem Verrücken der Becher ist. Dann verschiebt er blitzartig die Becher hin und her, während er weiter plappert und zum Aufpassen ermahnt. Schließlich sollt Ihr einen Becher wählen.;;Hay un murmullo entre los invitados al banquete, mientras un mago entra a entretenerte. Con grandes florituras, coloca tres copas en la mesa. Coloca una bola bajo una copa, y te dice que observes detenidamente y digas dónde está la bola cuando termine de mover las copas. Entonces mueve las copas a la velocidad del rayo, todo mientras parlotea y te dice que prestes atención. Entonces te pide que elijas una copa.;;;;;;;;;x
EVTOPTA_RoI_1152;Left.;Celle de gauche.;Links.;;Izquierda.;;;;;;;;;x
EVTOPTB_RoI_1152;Middle.;Celle du milieu.;Mitte.;;Centro.;;;;;;;;;x
EVTOPTC_RoI_1152;Right.;Celle de droite.;Rechts.;;Derecha.;;;;;;;;;x
EVTDESC_RoI_1153;The magician looks at you with a knowing and superior smile as he reveals the ball. It seems you chose the wrong cup.;Le magicien vous toise de son air supérieur et dévoile l'emplacement de la balle. Visiblement, vous n'avez pas choisi la bonne coupe.;Der Magier schaut Euch mit wissendem Lächeln an und enthüllt die Kugel. Scheinbar habt Ihr den falschen Becher gewählt.;;El mago te mira con una sonrisa de superioridad y revela la bola. Parece que elegiste la que no era.;;;;;;;;;x
EVTOPTA_RoI_1153;Oh snap.;Zut !;Oh verdammt.;;Lo tengo.;;;;;;;;;x
EVTOPTB_RoI_1153;I think you are cheating!;Je pense que vous avez triché !;Ich glaube, Ihr betrügt!;;¡Creo que haces trampas!;;;;;;;;;x
EVTOPTC_RoI_1153;I saw you cheating, you trickster!;Je vous ai vu tricher, sale escroc !;Ich sah Euch mogeln, Ihr Gauner!;;¡Te he visto hacer trampas, embaucador!;;;;;;;;;x
EVTDESC_RoI_1154;There is a murmur among the guests of the feast, as a mage enters to entertain you. With great flourish, he explains that you are about to see something amazing. He takes out a rope and starts playing a flute. The rope starts dancing by itself and rises up towards the ceiling. The magician beckons, and a small boy appears and starts climbing the rope. The audience gasps. After a minute, the boy climbs down, the magician stops playing and the rope falls down again.;Alors qu'un mage entre pour vous divertir, un murmure se répand dans la foule. Avec grande emphase, il vous explique que vous allez être le témoin d'une chose extraordinaire. Il sort une corde et commence à jouer de la flûte. La corde se met à danser toute seule et monte ainsi jusqu'au plafond. Le magicien fait un signe de la tête. Un petit garçon s'avance et commence à monter le long de la corde. Les spectateurs retiennent leur souffle. Après une minute, l'enfant redescend. Le magicien arrête de jouer et la corde tombe au sol.;Gemurmel erhebt sich, als ein Magier hervortritt, um Euch zu unterhalten. Mit großen Gesten erklärt er, dass Ihr gleich etwas Wunderbares sehen werdet. Er holt ein Seil hervor und beginnt auf der Flöte zu spielen. Das Seil beginnt zu tanzen und erhebt sich zur Decke. Der Magier klatscht, ein kleiner Junge erscheint und erklettert das Seil. Das Publikum keucht. Nach einer Minute steigt der Junge wieder herab, der Magier beendet sein Flötenspiel und das Seil fällt wieder herab.;;Hay un murmullo entre los invitados al banquete, mientras un mago entra a entretenerte. Con grandes florituras, explica que vais a ver algo increíble. Coge una cuerda y comienza a tocar una flauta. La cuerda comienza a danzar hacia el techo. El mago hace un gesto y un pequeño chico aparece y comienza a trepar por la cuerda. El público contiene un grito. Tras un minuto, el chico desciende de la cuerda, el mago deja de tocar la flauta y la cuerda cae.;;;;;;;;;x
EVTOPTB_RoI_1154;Hah! I could see the hidden wire.;Joli ! Vous aviez un fil invisible, je l'ai vu !;Hah! Ich konnte den versteckten Draht sehen.;;¡Ja! He podido ver un cable oculto.;;;;;;;;;x
EVTDESC_RoI_1160;You are sitting at the table during the feast, enjoying the food and drink. Suddenly, you hear a wild chattering and screaming. A group of small monkeys have entered through an open window, and they quickly spread in the hall, causing chaos! They pull people's hair and clothes, steal food, spill wine, drink wine and defecate on the tables. The feast hall is in uproar.;Vous voilà à table pendant le festin, à savourer repas et boissons. Soudain, vous entendez une discussion animée entrecoupée de cris. Un groupe de petits singes est entré par une fenêtre ouverte et se répand dans la salle, entraînant le chaos ! Ils tirent les gens par les cheveux et les vêtements, volent de la nourriture, renversent les coupes, boivent le vin et défèquent sur les tables.;Ihr sitzt am Tisch und genießt das Fest. Plötzlich hört Ihr lautes Geschwätz und Schreie. Eine Gruppe kleiner Affen ist durch ein offenes Fenster eingedrungen. Die Tiere verteilten sich in der Halle und verursachen Chaos! Sie ziehen an Haaren und Kleidern, stehlen Essen, verschütten und trinken Wein oder entleeren ihren Darm auf den Tischen. Die Festhalle ist in Aufruhr!;;Te sientas en una mesa durante el banquete, disfrutando de la comida y la bebida. De repente, escuchas un parloteo salvaje y gritos. Un pequeño grupo de monos ha entrado por una ventana abierta, y rápidamente se distribuyen por el salón, ¡causando el caos! Tiran a la gente del pelo y las ropas, roban la comida, tiran el vino o se lo beben y defecan en las mesas. El salón de banquetes es un clamor.;;;;;;;;;x
EVTOPTA_RoI_1160;Oh my!;Grands dieux !;Oh mein...;;¡Oh, madre!;;;;;;;;;x
EVTOPTB_RoI_1160;Hand me my bow!;Passez-moi mon arc !;Reicht mir meinen Bogen!;;¡Acercadme mi arco!;;;;;;;;;x
EVTOPTC_RoI_1160;Let's catch one and see what they look like on the inside...;Attrapons-en un et voyons de quoi ça a l'air à l'intérieur...;Lasst uns einen fangen und schauen, wie er innen aussieht...;;Cojamos a uno y veamos cómo es por dentro...;;;;;;;;;x
EVTOPTD_RoI_1160;The monkeys are my friends!;Les singes sont mes amis !;Die Affen sind meine Freunde!;;¡Los monos son mis amigos!;;;;;;;;;x
EVTOPTE_RoI_1160;Such beautiful animals! I shall marry one of them!;Ces animaux sont si beaux ! Je vais en épouser un !;Solch wunderbare Tiere. Ich sollte einen heiraten!;;¡Unos animales tan bonitos! ¡Debería casarme con uno!;;;;;;;;;x
EVTOPTF_RoI_1160;Haha! Look at the little rascals! So carefree!;Haha ! Regardez-moi ces petits garnements ! Ils sont si insouciants !;Haha. Schaut Euch die Kleinen an. So sorglos!;;¡Ja, ja! ¡Mira a esos pequeños pillos! ¡Tan despreocupados!;;;;;;;;;x
EVTOPTG_RoI_1160;Aaah! Get those little monsters out of here!;Aaah ! Faites sortir ces petits monstres !;Aaaah! Schafft die kleinen Monster weg!;;¡Aaah! ¡Sacad a esos pequeños monstruos de aquí!;;;;;;;;;x
EVTDESC_RoI_1171;The darkest night of the Diwali is here, the most important night of the feast. Candles and lamps are lit everywhere, the guests stroll across the painted and decorated floor, wearing colorful dress. Rich and sweet food is served, and the drink is also plentiful. Rama and Lakshi are honored, celebrating the victory of light over darkness, good over evil and hope over despair.;La nuit la plus importante de la divali commence. On allume des chandelles partout. Les invités marchent sur le sol décoré de peintures et portent des habits colorés. On sert de la nourriture riche et sucrée, et du vin en abondance. On honore Rama et Lakshi, et célèbre le triomphe de la lumière sur les ténèbres, du bien sur le mal et de l'espoir sur le désespoir.;Die dunkelste Nacht von Diwali ist da, die wichtigste Nacht des Festes. Kerzen und Lampen werden überall entzündet, die Gäste schlendern in bunten Kostümen durch das bemalte und geschmückte Anwesen. Vielfältige, süße Speisen werden gebracht und die Getränke sind ebenso reichlich vorhanden. Rama und Lakshi werden geehrt, gefeiert wird der Sieg von Licht über Dunkelheit, Gut über Böse und Hoffnung über Verzweiflung.;;La noche más oscura del Diwali ha llegado, la noche más importante del banquete. Hay velas y lámparas encendidas por doquier, los invitados, en llamativos vestidos, pasean por el suelo decorado. Se sirve comida rica y dulce, y abunda la bebida. Rama y Lakshmi son honrados, celebrando el triunfo de la luz sobre la oscuridad, del bien sobre el mal y de la esperanza sobre la desesperación.;;;;;;;;;x
EVTOPTA_RoI_1171;Let us celebrate!;Célébrons !;Lasst uns feiern!;;¡Celebrémoslo!;;;;;;;;;x
EVTDESC_RoI_1173;The darkest night of the Diwali is here, the most important night of the feast. Candles and lamps are lit everywhere, the guests stroll across the painted and decorated floor, wearing colorful dress. Rich and sweet food is served, and the drink is also plentiful. You celebrate the victory of light over darkness, good over evil, knowledge over ignorance and hope over despair.;La nuit la plus importante de la divali commence. On allume des chandelles partout. Les invités marchent sur le sol décoré de peintures et portent des habits colorés. On sert de la nourriture riche et sucrée, et du vin en abondance. Vous célébrez le triomphe de la lumière sur les ténèbres, et de l'espoir sur le désespoir.;Kerzen und Lampen werden entzündet.Die dunkelste und wichtigste Nacht von Diwali ist da! Gäste schlendern in bunten Kostümen durch das Anwesen. Süße Speisen und Getränke werden gereicht. Ihr feiert den Sieg von Licht über Dunkelheit, Gut über Böse, Wissen über Unwissen und Hoffnung über Verzweiflung.;;La noche más oscura del Diwali ha llegado, la noche más importante del banquete. Hay velas y lámparas encendidas por doquier, los invitados, en llamativos vestidos, pasean por el suelo decorado. Se sirve comida rica y dulce, y abunda la bebida. Celebras la victoria de la luz sobre la oscuridad, del bien sobre el mal, de la sabiduría sobre la ignorancia y de la esperanza sobre la desesperación.;;;;;;;;;x
